INFO 2021-01-19 16:29:00,736 autoreload 578 Watching for file changes with StatReloader
2021-01-19 16:33:57,024 [INFO]  [basehttp - 154] "GET /static/xadmin/vendor/bootstrap-datepicker/css/datepicker.css HTTP/1.1" 304 0
2021-01-19 16:33:57,025 [INFO]  [basehttp - 154] "GET /static/xadmin/vendor/select2/select2.css HTTP/1.1" 304 0
2021-01-19 16:33:57,027 [INFO]  [basehttp - 154] "GET /static/xadmin/vendor/selectize/selectize.css HTTP/1.1" 304 0
2021-01-19 16:33:57,050 [INFO]  [basehttp - 154] "GET /static/xadmin/vendor/selectize/selectize.bootstrap3.css HTTP/1.1" 304 0
2021-01-19 16:33:57,063 [INFO]  [basehttp - 154] "GET /static/xadmin/vendor/jquery/jquery.js HTTP/1.1" 304 0
2021-01-19 16:33:57,070 [INFO]  [basehttp - 154] "GET /static/xadmin/vendor/jquery-ui/jquery.ui.core.js HTTP/1.1" 304 0
2021-01-19 16:33:57,075 [INFO]  [basehttp - 154] "GET /static/xadmin/vendor/jquery-ui/jquery.ui.mouse.js HTTP/1.1" 304 0
2021-01-19 16:33:57,076 [INFO]  [basehttp - 154] "GET /static/xadmin/vendor/jquery-ui/jquery.ui.widget.js HTTP/1.1" 304 0
2021-01-19 16:33:57,079 [INFO]  [basehttp - 154] "GET /static/xadmin/vendor/jquery-ui/jquery.ui.sortable.js HTTP/1.1" 304 0
2021-01-19 16:33:57,093 [INFO]  [basehttp - 154] "GET /static/xadmin/vendor/bootstrap/js/bootstrap.js HTTP/1.1" 304 0
2021-01-19 16:33:57,109 [INFO]  [basehttp - 154] "GET /static/xadmin/js/xadmin.main.js HTTP/1.1" 304 0
2021-01-19 16:33:57,114 [INFO]  [basehttp - 154] "GET /static/xadmin/js/xadmin.responsive.js HTTP/1.1" 304 0
2021-01-19 16:33:57,117 [INFO]  [basehttp - 154] "GET /static/xadmin/vendor/jquery-ui/jquery.ui.effect.js HTTP/1.1" 304 0
2021-01-19 16:33:57,122 [INFO]  [basehttp - 154] "GET /static/xadmin/js/xadmin.plugin.details.js HTTP/1.1" 304 0
2021-01-19 16:33:57,123 [INFO]  [basehttp - 154] "GET /static/xadmin/js/xadmin.plugin.bookmark.js HTTP/1.1" 304 0
2021-01-19 16:33:57,137 [INFO]  [basehttp - 154] "GET /static/xadmin/vendor/bootstrap-datepicker/js/bootstrap-datepicker.js HTTP/1.1" 304 0
2021-01-19 16:33:57,155 [INFO]  [basehttp - 154] "GET /static/xadmin/vendor/selectize/selectize.js HTTP/1.1" 304 0
2021-01-19 16:33:57,159 [INFO]  [basehttp - 154] "GET /static/xadmin/js/xadmin.plugin.filters.js HTTP/1.1" 304 0
2021-01-19 16:33:57,161 [INFO]  [basehttp - 154] "GET /static/xadmin/js/xadmin.page.list.js HTTP/1.1" 304 0
2021-01-19 16:33:57,171 [INFO]  [basehttp - 154] "GET /static/xadmin/js/xadmin.widget.datetime.js HTTP/1.1" 304 0
2021-01-19 16:33:57,172 [INFO]  [basehttp - 154] "GET /static/xadmin/js/xadmin.plugin.themes.js HTTP/1.1" 304 0
2021-01-19 16:33:57,181 [INFO]  [basehttp - 154] "GET /static/xadmin/vendor/select2/select2.js HTTP/1.1" 304 0
2021-01-19 16:33:57,201 [INFO]  [basehttp - 154] "GET /static/xadmin/js/xadmin.page.form.js HTTP/1.1" 304 0
2021-01-19 16:33:57,205 [INFO]  [basehttp - 154] "GET /static/xadmin/js/xadmin.widget.select.js HTTP/1.1" 304 0
2021-01-19 16:33:57,248 [WARNING]  [basehttp - 154] "GET /static/xadmin/vendor/select2/select2_locale_zh-Hans.js HTTP/1.1" 404 1769
2021-01-19 16:39:18,733 [INFO]  [basehttp - 154] "GET /xadmin/xadmin/log/ HTTP/1.1" 200 29690
2021-01-19 16:39:18,745 [INFO]  [basehttp - 154] "GET /static/xadmin/vendor/bootstrap/css/bootstrap.css HTTP/1.1" 304 0
2021-01-19 16:39:18,747 [INFO]  [basehttp - 154] "GET /static/xadmin/css/themes/bootstrap-xadmin.css HTTP/1.1" 304 0
2021-01-19 16:39:18,775 [WARNING]  [basehttp - 154] "GET /static/xadmin/vendor/select2/select2_locale_zh-Hans.js HTTP/1.1" 404 1769
2021-01-19 16:39:18,777 [INFO]  [basehttp - 154] "GET /static/xadmin/css/xadmin.plugins.css HTTP/1.1" 304 0
2021-01-19 16:39:18,781 [INFO]  [basehttp - 154] "GET /static/xadmin/css/xadmin.main.css HTTP/1.1" 304 0
2021-01-19 16:39:18,782 [INFO]  [basehttp - 154] "GET /static/xadmin/vendor/font-awesome/css/font-awesome.css HTTP/1.1" 304 0
2021-01-19 16:39:18,797 [INFO]  [basehttp - 154] "GET /static/xadmin/vendor/selectize/selectize.css HTTP/1.1" 304 0
2021-01-19 16:39:18,792 [INFO]  [basehttp - 154] "GET /static/xadmin/css/xadmin.responsive.css HTTP/1.1" 304 0
2021-01-19 16:39:18,793 [INFO]  [basehttp - 154] "GET /static/xadmin/css/xadmin.form.css HTTP/1.1" 304 0
2021-01-19 16:39:18,794 [INFO]  [basehttp - 154] "GET /static/xadmin/vendor/select2/select2.css HTTP/1.1" 304 0
2021-01-19 16:39:18,790 [INFO]  [basehttp - 154] "GET /xadmin/jsi18n/ HTTP/1.1" 200 7722
2021-01-19 16:39:18,803 [INFO]  [basehttp - 154] "GET /static/xadmin/vendor/bootstrap-datepicker/css/datepicker.css HTTP/1.1" 304 0
2021-01-19 16:39:18,804 [INFO]  [basehttp - 154] "GET /static/xadmin/vendor/selectize/selectize.bootstrap3.css HTTP/1.1" 304 0
2021-01-19 16:39:18,836 [INFO]  [basehttp - 154] "GET /static/xadmin/vendor/jquery/jquery.js HTTP/1.1" 304 0
2021-01-19 16:39:18,839 [INFO]  [basehttp - 154] "GET /static/xadmin/vendor/jquery-ui/jquery.ui.core.js HTTP/1.1" 304 0
2021-01-19 16:39:18,840 [INFO]  [basehttp - 154] "GET /static/xadmin/vendor/jquery-ui/jquery.ui.widget.js HTTP/1.1" 304 0
2021-01-19 16:39:18,841 [INFO]  [basehttp - 154] "GET /static/xadmin/vendor/jquery-ui/jquery.ui.mouse.js HTTP/1.1" 304 0
2021-01-19 16:39:18,851 [INFO]  [basehttp - 154] "GET /static/xadmin/vendor/bootstrap/js/bootstrap.js HTTP/1.1" 304 0
2021-01-19 16:39:18,852 [INFO]  [basehttp - 154] "GET /static/xadmin/vendor/jquery-ui/jquery.ui.sortable.js HTTP/1.1" 304 0
2021-01-19 16:39:18,882 [INFO]  [basehttp - 154] "GET /static/xadmin/js/xadmin.main.js HTTP/1.1" 304 0
2021-01-19 16:39:18,888 [INFO]  [basehttp - 154] "GET /static/xadmin/js/xadmin.responsive.js HTTP/1.1" 304 0
2021-01-19 16:39:18,891 [INFO]  [basehttp - 154] "GET /static/xadmin/js/xadmin.plugin.details.js HTTP/1.1" 304 0
2021-01-19 16:39:18,892 [INFO]  [basehttp - 154] "GET /static/xadmin/vendor/jquery-ui/jquery.ui.effect.js HTTP/1.1" 304 0
2021-01-19 16:39:18,898 [INFO]  [basehttp - 154] "GET /static/xadmin/js/xadmin.plugin.bookmark.js HTTP/1.1" 304 0
2021-01-19 16:39:18,900 [INFO]  [basehttp - 154] "GET /static/xadmin/vendor/bootstrap-datepicker/js/bootstrap-datepicker.js HTTP/1.1" 304 0
2021-01-19 16:39:18,929 [INFO]  [basehttp - 154] "GET /static/xadmin/vendor/selectize/selectize.js HTTP/1.1" 304 0
2021-01-19 16:39:18,935 [INFO]  [basehttp - 154] "GET /static/xadmin/js/xadmin.plugin.filters.js HTTP/1.1" 304 0
2021-01-19 16:39:18,939 [INFO]  [basehttp - 154] "GET /static/xadmin/js/xadmin.page.list.js HTTP/1.1" 304 0
2021-01-19 16:39:18,943 [INFO]  [basehttp - 154] "GET /static/xadmin/js/xadmin.plugin.themes.js HTTP/1.1" 304 0
2021-01-19 16:39:18,946 [INFO]  [basehttp - 154] "GET /static/xadmin/vendor/select2/select2.js HTTP/1.1" 304 0
2021-01-19 16:39:18,947 [INFO]  [basehttp - 154] "GET /static/xadmin/js/xadmin.widget.datetime.js HTTP/1.1" 304 0
2021-01-19 16:39:18,973 [INFO]  [basehttp - 154] "GET /static/xadmin/js/xadmin.page.form.js HTTP/1.1" 304 0
2021-01-19 16:39:18,977 [INFO]  [basehttp - 154] "GET /static/xadmin/js/xadmin.widget.select.js HTTP/1.1" 304 0
2021-01-19 16:39:19,022 [WARNING]  [basehttp - 154] "GET /static/xadmin/vendor/select2/select2_locale_zh-Hans.js HTTP/1.1" 404 1769
2021-01-19 16:39:20,162 [INFO]  [basehttp - 154] "GET /xadmin/xadmin/log/ HTTP/1.1" 200 29690
2021-01-19 16:39:20,183 [WARNING]  [basehttp - 154] "GET /static/xadmin/vendor/select2/select2_locale_zh-Hans.js HTTP/1.1" 404 1769
2021-01-19 16:39:20,189 [INFO]  [basehttp - 154] "GET /xadmin/jsi18n/ HTTP/1.1" 200 7722
2021-01-19 16:39:20,258 [WARNING]  [basehttp - 154] "GET /static/xadmin/vendor/select2/select2_locale_zh-Hans.js HTTP/1.1" 404 1769
2021-01-19 16:39:49,343 [INFO]  [basehttp - 154] "POST /users/login/ HTTP/1.1" 200 173
2021-01-19 16:40:04,903 [INFO]  [basehttp - 154] "POST /users/login/ HTTP/1.1" 200 173
2021-01-19 16:40:07,003 [INFO]  [basehttp - 154] "POST /users/login/ HTTP/1.1" 200 173
2021-01-19 16:40:09,406 [INFO]  [basehttp - 154] "POST /users/login/ HTTP/1.1" 200 173
2021-01-19 16:40:10,539 [INFO]  [basehttp - 154] "POST /users/login/ HTTP/1.1" 200 173
2021-01-19 16:40:13,388 [INFO]  [basehttp - 154] "POST /users/login/ HTTP/1.1" 200 173
2021-01-19 16:40:13,905 [INFO]  [basehttp - 154] "POST /users/login/ HTTP/1.1" 200 173
2021-01-19 16:40:14,220 [INFO]  [basehttp - 154] "POST /users/login/ HTTP/1.1" 200 173
2021-01-19 16:40:37,740 [INFO]  [basehttp - 154] "GET /xadmin/users/user/ HTTP/1.1" 200 33712
2021-01-19 16:40:37,758 [INFO]  [basehttp - 154] "GET /static/xadmin/js/xadmin.plugin.actions.js HTTP/1.1" 304 0
2021-01-19 16:40:37,770 [INFO]  [basehttp - 154] "GET /xadmin/jsi18n/ HTTP/1.1" 200 7722
